Product Category,Product Price,Returns,Return_Risk
Books,111,1.0,0.75
Clothing,90,1.0,0.89
Books,407,1.0,0.8
Electronics,25,1.0,0.83
Clothing,301,1.0,0.89
Books,13,1.0,0.82
Clothing,250,1.0,0.87
Books,399,1.0,0.76
Clothing,24,1.0,0.81
Home,330,1.0,0.81
Clothing,76,1.0,0.85
Books,421,1.0,0.82
Home,350,1.0,0.83
Home,324,1.0,0.82
Clothing,489,1.0,0.78
Clothing,221,1.0,0.77
Books,393,1.0,0.86
Clothing,142,1.0,0.77
Books,69,1.0,0.82
Home,53,1.0,0.8
Clothing,376,1.0,0.84
Clothing,69,1.0,0.87
Home,322,1.0,0.82
Books,337,1.0,0.87
Home,500,1.0,0.84
Electronics,120,1.0,0.89
Home,425,1.0,0.82
Books,274,1.0,0.88
Home,251,1.0,0.86
Clothing,368,1.0,0.75
Books,489,1.0,0.8
Clothing,194,1.0,0.79
Clothing,383,1.0,0.76
Books,266,1.0,0.85
Electronics,274,1.0,0.87
Home,270,1.0,0.83
Clothing,414,1.0,0.81
Electronics,116,1.0,0.8
Books,120,1.0,0.84
Home,231,1.0,0.77
Clothing,465,1.0,0.83
Home,336,1.0,0.75
Books,335,1.0,0.78
Clothing,281,1.0,0.81
Clothing,106,1.0,0.78
Books,439,1.0,0.83
Electronics,332,1.0,0.87
Clothing,23,1.0,0.79
Clothing,425,1.0,0.86
Books,464,1.0,0.89
Home,285,1.0,0.76
Electronics,129,1.0,0.82
Books,319,1.0,0.85
Electronics,383,1.0,0.79
Books,238,1.0,0.88
Books,489,1.0,0.85
Home,198,1.0,0.83
Clothing,453,1.0,0.83
Home,408,1.0,0.72
Home,54,1.0,0.8
Electronics,77,1.0,0.86
Clothing,201,1.0,0.82
Home,352,1.0,0.9
Books,467,0.0,0.76
Books,262,1.0,0.83
Home,255,1.0,0.82
Books,23,1.0,0.78
Home,44,1.0,0.79
Books,354,1.0,0.94
Home,33,1.0,0.77
Clothing,324,1.0,0.79
Books,133,1.0,0.73
Books,375,1.0,0.79
Home,324,1.0,0.94
Books,15,1.0,0.87
Clothing,288,1.0,0.8
Electronics,467,1.0,0.86
Books,239,1.0,0.75
Books,153,1.0,0.8
Electronics,187,1.0,0.75
Home,489,1.0,0.77
Electronics,402,1.0,0.8
Home,209,1.0,0.86
Home,123,1.0,0.82
Books,307,1.0,0.84
Clothing,190,1.0,0.81
Clothing,265,1.0,0.74
Electronics,196,1.0,0.86
Electronics,134,1.0,0.81
Home,168,1.0,0.8
Books,59,1.0,0.83
Electronics,24,1.0,0.81
Electronics,365,1.0,0.86
Electronics,240,1.0,0.8
Clothing,430,1.0,0.75
Home,120,1.0,0.78
Clothing,425,1.0,0.76
Books,163,1.0,0.83
Clothing,195,1.0,0.85
Electronics,431,1.0,0.88
Clothing,475,1.0,0.87
Clothing,355,1.0,0.84
Books,216,1.0,0.8
Electronics,171,1.0,0.84
Books,293,1.0,0.84
Electronics,296,1.0,0.89
Electronics,358,1.0,0.84
Home,70,1.0,0.79
Books,401,1.0,0.78
Books,145,1.0,0.83
Clothing,70,1.0,0.74
Home,460,1.0,0.86
Clothing,117,1.0,0.76
Clothing,185,1.0,0.85
Electronics,321,1.0,0.81
Electronics,488,1.0,0.86
Clothing,85,1.0,0.84
Books,115,1.0,0.84
Home,395,1.0,0.77
Home,342,1.0,0.82
Books,142,1.0,0.83
Clothing,55,1.0,0.84
Clothing,49,1.0,0.8
Home,76,1.0,0.85
Home,198,1.0,0.79
Clothing,83,1.0,0.87
Clothing,276,1.0,0.84
Electronics,165,1.0,0.88
Home,342,1.0,0.75
Electronics,488,1.0,0.83
Clothing,216,1.0,0.93
Books,14,1.0,0.91
Books,306,1.0,0.8
Books,315,1.0,0.75
Books,94,1.0,0.84
Books,321,1.0,0.83
Home,447,1.0,0.81
Books,139,1.0,0.84
Books,193,1.0,0.75
Clothing,480,1.0,0.79
Home,389,1.0,0.85
Clothing,191,1.0,0.73
Electronics,474,1.0,0.85
Electronics,314,1.0,0.85
Clothing,142,1.0,0.77
Books,163,1.0,0.8
Books,439,1.0,0.82
Home,365,1.0,0.76
Home,451,1.0,0.84
Home,40,1.0,0.85
Books,150,1.0,0.9
Electronics,358,1.0,0.72
Home,495,1.0,0.79
Books,14,1.0,0.94
Clothing,451,1.0,0.84
Clothing,52,1.0,0.79
Clothing,21,1.0,0.87
Books,405,1.0,0.77
Clothing,90,1.0,0.85
Clothing,69,1.0,0.88
Clothing,450,1.0,0.75
Clothing,76,1.0,0.83
Home,320,1.0,0.84
Books,27,1.0,0.83
Clothing,257,1.0,0.81
Electronics,431,1.0,0.79
Books,127,1.0,0.84
Clothing,76,1.0,0.85
Electronics,15,1.0,0.75
Clothing,191,1.0,0.86
Clothing,261,1.0,0.91
Home,322,1.0,0.74
Books,393,1.0,0.88
Books,77,1.0,0.75
Clothing,111,1.0,0.87
Books,233,1.0,0.84
Books,113,1.0,0.89
Books,21,1.0,0.83
Electronics,90,1.0,0.82
Books,344,1.0,0.88
Clothing,73,1.0,0.77
Clothing,345,1.0,0.88
Home,31,1.0,0.83
Electronics,300,1.0,0.86
Clothing,170,1.0,0.79
Electronics,19,1.0,0.72
Home,98,1.0,0.81
Clothing,263,1.0,0.71
Clothing,172,1.0,0.86
Books,36,1.0,0.8
Clothing,483,1.0,0.73
Electronics,480,1.0,0.8
Clothing,53,1.0,0.88
Clothing,279,1.0,0.82
Books,174,1.0,0.83
Electronics,207,1.0,0.85
Home,53,1.0,0.82
Books,163,1.0,0.91
Clothing,354,1.0,0.84
Clothing,99,1.0,0.84
Home,113,1.0,0.79
Home,398,1.0,0.8
Clothing,492,1.0,0.81
Electronics,67,1.0,0.8
Home,478,1.0,0.74
Books,296,1.0,0.8
Electronics,324,0.0,0.75
Electronics,267,1.0,0.74
Books,429,1.0,0.89
Electronics,167,1.0,0.85
Electronics,328,1.0,0.85
Clothing,79,1.0,0.82
Clothing,135,1.0,0.78
Books,24,1.0,0.84
Books,323,1.0,0.77
Books,428,1.0,0.73
Home,190,1.0,0.91
Books,402,1.0,0.82
Clothing,266,1.0,0.8
Home,316,1.0,0.82
Home,297,1.0,0.82
Books,121,1.0,0.77
Books,88,1.0,0.78
Books,102,1.0,0.84
Clothing,463,1.0,0.81
Clothing,37,1.0,0.91
Books,284,1.0,0.79
Home,197,1.0,0.85
Electronics,125,1.0,0.8
Books,164,1.0,0.88
Books,274,1.0,0.81
Books,171,1.0,0.78
Books,155,1.0,0.81
Clothing,319,1.0,0.83
Books,489,1.0,0.86
Clothing,44,1.0,0.81
Clothing,253,1.0,0.77
Electronics,369,1.0,0.78
Books,305,1.0,0.74
Electronics,170,1.0,0.87
Electronics,323,1.0,0.86
Home,394,1.0,0.88
Clothing,337,1.0,0.83
Clothing,233,1.0,0.82
Electronics,131,1.0,0.79
Electronics,132,1.0,0.87
Clothing,346,1.0,0.76
Electronics,310,1.0,0.79
Clothing,329,1.0,0.83
Home,237,1.0,0.82
Home,334,1.0,0.77
Clothing,127,1.0,0.81
Books,313,1.0,0.8
Electronics,115,1.0,0.81
Electronics,59,1.0,0.84
Clothing,268,1.0,0.82
Clothing,218,1.0,0.8
Home,229,1.0,0.83
Clothing,76,1.0,0.85
Books,345,1.0,0.81
Books,227,1.0,0.85
Electronics,377,1.0,0.79
Clothing,400,1.0,0.82
Clothing,269,1.0,0.82
Electronics,257,1.0,0.81
Home,18,1.0,0.83
Clothing,242,1.0,0.82
Clothing,65,1.0,0.8
Home,262,1.0,0.82
Electronics,156,1.0,0.82
Clothing,217,1.0,0.72
Books,427,1.0,0.87
Clothing,180,1.0,0.92
Electronics,331,1.0,0.78
Clothing,442,1.0,0.72
Books,348,0.0,0.79
Clothing,308,1.0,0.77
Electronics,215,1.0,0.9
Electronics,178,1.0,0.81
Home,264,1.0,0.73
Books,44,1.0,0.85
Electronics,184,1.0,0.83
Home,247,1.0,0.79
Books,388,1.0,0.87
Clothing,304,1.0,0.75
Books,146,1.0,0.81
Home,312,1.0,0.83
Books,152,1.0,0.78
Clothing,110,1.0,0.79
Books,486,1.0,0.82
Home,346,1.0,0.9
Books,410,1.0,0.76
Clothing,495,1.0,0.73
Clothing,306,1.0,0.83
Electronics,164,1.0,0.88
Electronics,307,1.0,0.83
Clothing,176,1.0,0.85
Clothing,164,1.0,0.82
Books,350,1.0,0.76
Books,198,1.0,0.8
Electronics,56,1.0,0.82
Books,412,1.0,0.84
Electronics,95,1.0,0.72
Books,453,0.0,0.71
Books,279,1.0,0.84
Books,241,1.0,0.77
Home,441,1.0,0.83
Home,380,1.0,0.81
Books,480,1.0,0.77
Home,220,1.0,0.78
Electronics,322,1.0,0.77
Home,303,1.0,0.82
Clothing,100,1.0,0.75
Books,391,1.0,0.83
Clothing,109,1.0,0.93
Home,89,1.0,0.76
Books,44,1.0,0.89
Clothing,249,1.0,0.86
Home,343,1.0,0.81
Clothing,159,1.0,0.82
Home,403,1.0,0.83
Books,107,1.0,0.76
Clothing,282,1.0,0.78
Clothing,289,1.0,0.8
Clothing,82,1.0,0.75
Books,308,1.0,0.75
Clothing,31,1.0,0.79
Electronics,96,1.0,0.83
Books,483,1.0,0.8
Home,57,1.0,0.89
Books,271,1.0,0.8
Home,467,1.0,0.77
Home,275,1.0,0.79
Home,211,1.0,0.79
Electronics,65,1.0,0.74
Books,282,1.0,0.83
Electronics,372,1.0,0.76
Electronics,184,1.0,0.83
Electronics,179,1.0,0.79
Clothing,141,1.0,0.75
Books,220,1.0,0.81
Clothing,304,1.0,0.83
Books,263,1.0,0.78
Home,296,1.0,0.83
Books,15,1.0,0.87
Clothing,132,1.0,0.73
Home,52,1.0,0.78
Electronics,273,1.0,0.87
Clothing,141,1.0,0.86
Clothing,298,1.0,0.85
Books,287,1.0,0.85
Home,382,1.0,0.83
Books,487,1.0,0.88
Home,453,1.0,0.83
Clothing,224,1.0,0.84
Books,417,1.0,0.78
Home,273,1.0,0.88
Books,41,1.0,0.84
Home,285,1.0,0.81
Clothing,46,1.0,0.84
Clothing,16,1.0,0.81
Books,38,1.0,0.74
Clothing,429,1.0,0.75
Books,419,1.0,0.84
Home,396,1.0,0.85
Home,246,1.0,0.83
Books,52,1.0,0.79
Clothing,294,1.0,0.78
Electronics,92,1.0,0.86
Clothing,321,1.0,0.76
Books,247,1.0,0.8
Clothing,27,1.0,0.86
Home,155,1.0,0.83
Home,294,1.0,0.78
Clothing,188,1.0,0.8
Books,27,1.0,0.77
Home,440,1.0,0.84
Books,191,1.0,0.82
Clothing,421,1.0,0.75
Home,460,1.0,0.78
Clothing,364,1.0,0.79
Clothing,275,1.0,0.82
Books,86,1.0,0.82
Home,129,1.0,0.85
Electronics,17,1.0,0.73
Clothing,113,1.0,0.81
Books,483,1.0,0.74
Clothing,415,1.0,0.85
Books,492,1.0,0.84
Clothing,122,1.0,0.73
Books,145,0.0,0.76
Home,310,1.0,0.85
Clothing,188,1.0,0.78
Books,247,1.0,0.75
Clothing,160,1.0,0.84
Books,19,1.0,0.82
Clothing,293,1.0,0.89
Clothing,214,1.0,0.86
Books,309,1.0,0.81
Books,25,1.0,0.72
Electronics,309,1.0,0.92
Home,240,1.0,0.8
Clothing,391,1.0,0.85
Clothing,489,1.0,0.86
Clothing,393,1.0,0.81
Electronics,359,1.0,0.85
Electronics,173,1.0,0.73
Home,112,1.0,0.82
Electronics,125,1.0,0.9
Home,91,1.0,0.79
Books,177,1.0,0.86
Home,39,1.0,0.79
Books,370,1.0,0.81
Electronics,466,1.0,0.78
Clothing,112,1.0,0.79
Electronics,96,1.0,0.74
Books,53,1.0,0.78
Home,445,1.0,0.82
Books,50,1.0,0.85
Clothing,492,1.0,0.75
Clothing,194,1.0,0.74
Home,55,1.0,0.79
Books,403,1.0,0.78
Clothing,149,1.0,0.71
Clothing,443,1.0,0.75
Electronics,298,1.0,0.71
Books,247,1.0,0.82
Books,110,1.0,0.77
Electronics,75,1.0,0.81
Home,362,1.0,0.83
Home,184,1.0,0.87
Electronics,327,1.0,0.85
Clothing,101,1.0,0.87
Electronics,241,1.0,0.82
Books,498,1.0,0.79
Electronics,297,1.0,0.89
Electronics,17,1.0,0.82
Electronics,239,1.0,0.85
Home,393,1.0,0.91
Clothing,439,1.0,0.85
Clothing,236,1.0,0.81
Books,351,1.0,0.85
Clothing,465,1.0,0.83
Books,40,1.0,0.92
Home,57,1.0,0.83
Books,266,1.0,0.81
Books,196,1.0,0.85
Electronics,84,1.0,0.78
Clothing,415,1.0,0.77
Clothing,358,1.0,0.8
Books,209,1.0,0.8
Clothing,370,1.0,0.86
Clothing,246,1.0,0.82
Clothing,76,1.0,0.83
Home,465,1.0,0.78
Electronics,272,1.0,0.79
Clothing,368,1.0,0.79
Home,435,1.0,0.85
Books,289,1.0,0.82
Electronics,187,1.0,0.92
Clothing,489,1.0,0.9
Clothing,330,1.0,0.76
Clothing,456,1.0,0.8
Books,51,1.0,0.84
Books,449,1.0,0.81
Electronics,183,1.0,0.82
Electronics,249,1.0,0.78
Books,431,1.0,0.81
Electronics,286,1.0,0.89
Home,309,1.0,0.86
Books,323,1.0,0.85
Books,268,1.0,0.88
Electronics,309,1.0,0.78
Books,103,1.0,0.8
Electronics,60,1.0,0.85
Home,493,1.0,0.81
Electronics,235,1.0,0.8
Books,117,1.0,0.83
Home,460,1.0,0.77
Clothing,395,1.0,0.83
Home,205,1.0,0.88
Electronics,43,1.0,0.85
Books,110,1.0,0.77
Books,492,1.0,0.8
Home,62,1.0,0.81
Home,402,1.0,0.81
Electronics,112,1.0,0.78
Books,408,1.0,0.79
Home,384,1.0,0.84
Home,127,1.0,0.77
Clothing,136,1.0,0.9
Books,354,1.0,0.82
Books,467,1.0,0.8
Electronics,284,1.0,0.83
Clothing,196,1.0,0.91
Books,414,1.0,0.8
Books,440,1.0,0.88
Home,463,1.0,0.83
Clothing,496,1.0,0.8
Books,225,1.0,0.81
Electronics,480,1.0,0.78
Clothing,89,1.0,0.87
Clothing,59,1.0,0.84
Electronics,306,1.0,0.84
Books,58,1.0,0.85
Home,75,1.0,0.82
Clothing,419,1.0,0.72
Home,86,1.0,0.84
Books,213,1.0,0.83
Books,422,1.0,0.73
Clothing,137,1.0,0.77
Clothing,137,1.0,0.86
Electronics,193,1.0,0.84
Clothing,360,1.0,0.79
Clothing,343,1.0,0.86
Electronics,300,1.0,0.75
Books,365,1.0,0.77
Clothing,192,1.0,0.79
Home,225,1.0,0.83
Electronics,378,1.0,0.85
Clothing,459,1.0,0.81
Home,122,1.0,0.85
Home,430,1.0,0.89
Home,409,1.0,0.76
Clothing,277,1.0,0.79
Clothing,168,1.0,0.73
Home,366,1.0,0.86
Books,384,1.0,0.84
Clothing,158,1.0,0.75
Clothing,131,1.0,0.82
Books,360,1.0,0.83
Books,367,1.0,0.82
Home,284,1.0,0.85
Books,388,1.0,0.81
Clothing,107,1.0,0.73
Books,157,1.0,0.82
Electronics,57,1.0,0.82
Home,176,1.0,0.86
Clothing,155,1.0,0.72
Clothing,466,1.0,0.85
Home,431,1.0,0.8
Clothing,359,1.0,0.79
Clothing,227,1.0,0.82
Clothing,278,1.0,0.85
Clothing,286,1.0,0.81
Electronics,246,1.0,0.79
Books,483,1.0,0.94
Books,232,1.0,0.86
Home,461,1.0,0.86
Home,214,1.0,0.78
Books,12,1.0,0.79
Books,133,1.0,0.78
Clothing,127,1.0,0.85
Electronics,490,1.0,0.72
Electronics,457,1.0,0.85
Books,193,1.0,0.85
Clothing,131,1.0,0.82
Books,256,1.0,0.86
Electronics,150,1.0,0.82
Books,375,1.0,0.86
Electronics,139,1.0,0.85
Home,339,1.0,0.78
Books,14,1.0,0.85
Books,100,1.0,0.78
Clothing,321,1.0,0.78
Clothing,333,1.0,0.83
Books,76,1.0,0.74
Electronics,78,1.0,0.85
Electronics,97,1.0,0.9
Clothing,61,1.0,0.85
Home,476,1.0,0.79
Home,324,1.0,0.85
Books,348,1.0,0.83
Clothing,351,1.0,0.76
Home,27,1.0,0.83
Books,391,1.0,0.8
Clothing,406,1.0,0.82
Books,81,1.0,0.87
Home,117,1.0,0.86
Clothing,299,1.0,0.89
Clothing,58,1.0,0.75
Electronics,149,1.0,0.79
Home,366,1.0,0.76
Home,389,1.0,0.81
Books,402,1.0,0.79
Books,447,1.0,0.82
Clothing,335,1.0,0.8
Books,478,1.0,0.84
Electronics,41,1.0,0.81
Clothing,497,1.0,0.86
Electronics,374,1.0,0.86
Home,63,1.0,0.83
Electronics,35,1.0,0.82
Clothing,311,1.0,0.86
Home,347,1.0,0.77
Electronics,30,1.0,0.73
Clothing,398,1.0,0.82
Books,459,1.0,0.79
Electronics,247,1.0,0.71
Clothing,147,1.0,0.78
Home,69,1.0,0.81
Books,394,1.0,0.73
Electronics,200,1.0,0.83
Clothing,243,1.0,0.84
Electronics,36,1.0,0.76
Books,106,1.0,0.76
Home,64,1.0,0.89
Electronics,300,1.0,0.76
Clothing,74,1.0,0.87
Clothing,51,1.0,0.83
Clothing,34,1.0,0.85
Electronics,130,1.0,0.79
Home,180,1.0,0.78
Books,232,1.0,0.88
Home,91,1.0,0.8
Electronics,400,1.0,0.78
Home,270,1.0,0.85
Home,201,1.0,0.72
Clothing,483,1.0,0.82
Home,122,1.0,0.85
Books,66,1.0,0.8
Clothing,256,1.0,0.81
Books,429,1.0,0.71
Clothing,170,1.0,0.75
Books,475,1.0,0.75
Clothing,218,1.0,0.83
Clothing,41,1.0,0.83
Clothing,467,1.0,0.79
Books,197,1.0,0.78
Books,190,1.0,0.83
Electronics,263,1.0,0.85
Books,282,1.0,0.76
Electronics,140,1.0,0.85
Books,495,1.0,0.77
Clothing,159,1.0,0.84
Clothing,28,1.0,0.82
Home,234,1.0,0.83
Electronics,135,1.0,0.87
Books,429,1.0,0.75
Clothing,33,1.0,0.74
Electronics,136,1.0,0.87
Clothing,487,1.0,0.8
Clothing,225,1.0,0.86
Home,96,1.0,0.76
Books,13,1.0,0.91
Home,244,1.0,0.85
Books,293,1.0,0.84
Books,403,1.0,0.71
Home,174,1.0,0.83
Electronics,310,1.0,0.74
Electronics,145,1.0,0.87
Electronics,118,1.0,0.75
Clothing,421,1.0,0.81
Electronics,334,1.0,0.82
Books,271,1.0,0.78
Electronics,76,1.0,0.89
Books,230,1.0,0.71
Home,84,1.0,0.9
Clothing,405,1.0,0.77
Clothing,53,1.0,0.78
Home,412,1.0,0.79
Books,118,1.0,0.81
Home,494,1.0,0.85
Electronics,143,1.0,0.9
Home,250,1.0,0.81
Home,32,1.0,0.79
Books,381,1.0,0.71
Home,225,1.0,0.86
Clothing,291,1.0,0.78
Electronics,134,1.0,0.76
Clothing,343,1.0,0.74
Electronics,488,1.0,0.87
Home,277,1.0,0.85
Home,40,1.0,0.78
Clothing,134,1.0,0.78
Clothing,87,1.0,0.9
Home,462,1.0,0.8
Books,82,1.0,0.77
Books,186,1.0,0.78
Electronics,244,1.0,0.78
Books,150,1.0,0.77
Electronics,47,1.0,0.91
Books,424,1.0,0.86
Books,492,1.0,0.73
Books,232,1.0,0.87
Home,80,1.0,0.78
Books,283,1.0,0.81
Books,136,1.0,0.84
Clothing,373,1.0,0.82
Electronics,245,1.0,0.81
Books,408,1.0,0.81
Home,322,1.0,0.85
Electronics,378,1.0,0.86
Books,301,1.0,0.83
Books,380,1.0,0.81
Clothing,370,1.0,0.79
Clothing,112,1.0,0.81
Books,257,1.0,0.84
Electronics,396,1.0,0.81
Electronics,345,1.0,0.85
Home,10,1.0,0.74
Books,123,1.0,0.89
Books,477,1.0,0.83
Books,114,1.0,0.74
Clothing,436,1.0,0.77
Clothing,420,1.0,0.82
Books,138,1.0,0.79
Books,285,1.0,0.78
Electronics,128,1.0,0.8
Books,441,1.0,0.79
Electronics,422,1.0,0.84
Electronics,477,1.0,0.8
Electronics,322,1.0,0.71
Electronics,348,1.0,0.76
Clothing,23,1.0,0.85
Books,490,1.0,0.87
Home,28,1.0,0.74
Clothing,359,1.0,0.79
Home,246,1.0,0.78
Books,26,1.0,0.78
Books,415,1.0,0.85
Clothing,436,1.0,0.79
Books,192,1.0,0.73
Books,469,1.0,0.83
Clothing,369,1.0,0.81
Clothing,220,1.0,0.77
Home,338,1.0,0.83
Books,19,1.0,0.76
Clothing,345,1.0,0.76
Books,20,1.0,0.74
Electronics,19,1.0,0.73
Home,186,1.0,0.87
Home,436,1.0,0.79
Electronics,362,1.0,0.8
Electronics,43,1.0,0.79
Electronics,444,1.0,0.89
Books,165,1.0,0.82
Home,335,1.0,0.88
Books,132,1.0,0.82
Clothing,389,1.0,0.8
Books,433,1.0,0.73
Clothing,122,1.0,0.89
Electronics,473,1.0,0.82
Books,150,1.0,0.84
Clothing,404,1.0,0.81
Books,311,1.0,0.87
Clothing,167,1.0,0.86
Clothing,113,1.0,0.86
Clothing,216,1.0,0.72
Clothing,352,1.0,0.8
Home,489,1.0,0.9
Electronics,118,1.0,0.84
Books,318,1.0,0.81
Clothing,322,1.0,0.82
Clothing,376,1.0,0.83
Home,353,1.0,0.74
Clothing,63,1.0,0.86
Books,289,1.0,0.83
Electronics,218,1.0,0.85
Books,292,1.0,0.79
Home,455,1.0,0.83
Books,292,1.0,0.86
Electronics,329,1.0,0.82
Clothing,38,1.0,0.76
Electronics,209,1.0,0.82
Books,497,1.0,0.82
Home,207,1.0,0.92
Books,263,1.0,0.76
Books,310,1.0,0.75
Books,296,1.0,0.84
Clothing,431,1.0,0.83
Books,493,1.0,0.78
Clothing,229,1.0,0.76
Home,117,1.0,0.84
Clothing,143,1.0,0.76
Home,157,1.0,0.88
Electronics,14,1.0,0.85
Home,270,1.0,0.88
Home,255,1.0,0.77
Electronics,273,1.0,0.73
Home,151,1.0,0.9
Clothing,128,1.0,0.81
Home,488,1.0,0.9
Electronics,366,1.0,0.84
Books,24,1.0,0.85
Clothing,48,1.0,0.74
Home,316,1.0,0.75
Clothing,271,1.0,0.74
Clothing,317,1.0,0.81
Clothing,251,1.0,0.83
Books,134,1.0,0.86
Home,73,1.0,0.84
Clothing,181,1.0,0.8
Books,77,1.0,0.83
Home,449,1.0,0.81
Home,43,1.0,0.86
Home,41,1.0,0.84
Clothing,179,1.0,0.8
Books,282,1.0,0.83
Clothing,327,1.0,0.79
Home,494,1.0,0.85
Clothing,295,1.0,0.72
Books,392,0.0,0.72
Clothing,366,1.0,0.73
Electronics,165,1.0,0.79
Books,93,1.0,0.88
Clothing,417,1.0,0.88
Home,148,1.0,0.79
Clothing,38,1.0,0.71
Books,203,1.0,0.82
Clothing,470,1.0,0.86
Books,454,1.0,0.77
Clothing,381,1.0,0.89
Books,287,1.0,0.89
Books,235,1.0,0.73
Home,499,1.0,0.86
Electronics,352,1.0,0.81
Books,28,1.0,0.78
Home,201,1.0,0.81
Clothing,319,1.0,0.81
Books,108,1.0,0.88
Clothing,111,1.0,0.79
Clothing,54,1.0,0.89
Books,356,1.0,0.73
Books,184,1.0,0.73
Clothing,366,1.0,0.81
Electronics,216,1.0,0.77
Clothing,10,1.0,0.86
Books,149,1.0,0.87
Home,364,1.0,0.77
Electronics,385,1.0,0.8
Clothing,427,1.0,0.88
Clothing,462,1.0,0.88
Clothing,236,1.0,0.9
Clothing,16,1.0,0.85
Electronics,141,1.0,0.82
Books,424,1.0,0.84
Clothing,209,1.0,0.82
Electronics,370,1.0,0.79
Books,304,1.0,0.75
Clothing,111,1.0,0.84
Clothing,88,1.0,0.72
Clothing,350,1.0,0.79
Books,191,1.0,0.85
Home,18,1.0,0.84
Electronics,350,1.0,0.89
Clothing,272,1.0,0.74
Home,108,1.0,0.82
Clothing,313,1.0,0.93
Clothing,325,1.0,0.82
Electronics,92,1.0,0.79
Books,281,1.0,0.84
Books,437,1.0,0.77
Clothing,342,1.0,0.74
Home,482,1.0,0.88
Electronics,337,1.0,0.86
Clothing,407,1.0,0.87
Books,194,1.0,0.84
Home,167,1.0,0.78
Electronics,497,1.0,0.86
Books,142,1.0,0.73
Books,203,1.0,0.77
Clothing,424,1.0,0.75
Clothing,151,1.0,0.74
Home,325,1.0,0.86
Home,497,1.0,0.81
Clothing,379,0.0,0.71
Home,402,1.0,0.82
Books,303,1.0,0.86
Electronics,31,1.0,0.86
Clothing,294,1.0,0.78
Clothing,410,1.0,0.77
Books,383,1.0,0.77
Home,454,1.0,0.71
Home,374,1.0,0.8
Home,359,1.0,0.8
Home,218,1.0,0.81
Clothing,143,1.0,0.87
Books,381,1.0,0.78
Electronics,490,1.0,0.89
Electronics,49,1.0,0.78
Electronics,448,1.0,0.79
Clothing,322,1.0,0.73
Books,66,1.0,0.79
Books,479,1.0,0.8
Electronics,500,1.0,0.81
Clothing,298,1.0,0.83
Clothing,235,1.0,0.9
Electronics,489,1.0,0.76
Electronics,100,1.0,0.82
Books,165,1.0,0.92
Electronics,136,1.0,0.78
Books,155,1.0,0.88
Electronics,155,1.0,0.78
Clothing,364,1.0,0.76
Clothing,352,1.0,0.77
Home,188,1.0,0.81
Electronics,257,1.0,0.79
Electronics,214,1.0,0.81
Clothing,38,1.0,0.83
Electronics,179,1.0,0.85
Clothing,248,1.0,0.91
Books,293,1.0,0.79
Books,417,1.0,0.83
Books,299,1.0,0.77
Clothing,342,1.0,0.81
Home,279,1.0,0.78
Clothing,133,1.0,0.87
Clothing,264,1.0,0.82
Books,208,1.0,0.91
Books,270,1.0,0.85
Clothing,276,1.0,0.79
Clothing,187,1.0,0.8
Clothing,432,1.0,0.86
Clothing,457,1.0,0.74
Clothing,140,1.0,0.81
Home,288,1.0,0.85
Books,496,1.0,0.85
Clothing,292,1.0,0.79
Electronics,481,1.0,0.76
Home,366,1.0,0.77
Books,126,1.0,0.83
Clothing,301,1.0,0.78
Electronics,489,1.0,0.86
Home,11,1.0,0.79
Electronics,341,1.0,0.83
Clothing,278,1.0,0.72
Home,361,1.0,0.79
Electronics,93,1.0,0.81
Clothing,194,1.0,0.87
Books,475,1.0,0.74
Clothing,381,1.0,0.87
Home,222,1.0,0.87
Books,252,1.0,0.82
Books,275,1.0,0.87
Books,123,1.0,0.8
Electronics,105,1.0,0.8
Home,79,1.0,0.87
Books,490,1.0,0.76
Books,249,1.0,0.92
Clothing,142,1.0,0.8
Books,186,1.0,0.79
Clothing,458,1.0,0.87
Clothing,63,1.0,0.88
Home,206,1.0,0.84
Electronics,149,1.0,0.77
Home,126,1.0,0.78
Clothing,149,1.0,0.83
Books,143,1.0,0.82
Books,447,1.0,0.88
Clothing,331,1.0,0.78
Books,185,1.0,0.86
Books,437,1.0,0.88
Books,275,1.0,0.89
Electronics,117,1.0,0.83
Books,378,1.0,0.89
Clothing,125,1.0,0.79
Clothing,370,1.0,0.73
Books,332,1.0,0.77
Clothing,273,1.0,0.9
Clothing,376,1.0,0.75
Books,412,1.0,0.73
Electronics,476,1.0,0.77
Clothing,366,1.0,0.83
Home,292,1.0,0.87
Electronics,160,1.0,0.81
Books,114,1.0,0.82
Books,71,1.0,0.77
Electronics,323,1.0,0.79
Electronics,191,1.0,0.92
Home,390,1.0,0.8
Home,271,1.0,0.82
Clothing,348,0.0,0.72
Books,233,1.0,0.72
Books,149,1.0,0.84
Clothing,212,1.0,0.84
Home,497,1.0,0.8
Clothing,353,1.0,0.74
Books,237,1.0,0.8
Clothing,131,1.0,0.78
Books,391,1.0,0.77
Books,136,1.0,0.81
Electronics,374,1.0,0.79
Books,16,1.0,0.88
Books,358,1.0,0.79
Electronics,353,1.0,0.76
Electronics,474,1.0,0.74
Clothing,457,1.0,0.79
Electronics,124,1.0,0.76
Home,230,1.0,0.9
Clothing,381,1.0,0.87
Home,470,1.0,0.87
Books,126,1.0,0.85
Books,256,1.0,0.84
Clothing,408,1.0,0.83
Books,413,1.0,0.75
Clothing,319,1.0,0.82
Clothing,376,1.0,0.76
